هههههههه الهم يضحك أساس هوما جابو السيد وذنو يعتك دا يهزك امبولة واااضح يعييط بابا امي فمى سؤال صحيح يحبو يعملو البووز المستعان الناس تتشغب اذهانها تتلهى الحمد لله مناش جهال تتعدى الحكايات التافهة يراك حزييينة هههه عاملتلي كونان,normal
مساكن التوانسة ضحايا الصعلوك بورقيبة,normal
مايا القصوري أقل بكثير أنو إنسان يستمع يجيبها تتقاضى أجر السرك تقوم قناة الخور التونسي,normal
لغة التعميم تنفع كثير معارضين وكثير موافقين,normal
تفووووو لطفي العبدلي راجل شمس الدين,normal
وطفي روحك ترجع زبي فاضي شغل نقعد اناقش الكبول,abusive
ياسبسي ياكافر بالله انشاء تدوم والاسلام يدوم وفرض وسنة النبي الكريم تدوم تونسي وانشاء ساورث ورثي بشرع وريني تعمل ياعميل الصهاينة,abusive
كس اختك,abusive
القحبة أمك ولد القحبة ربكم الرجال قومون النساء ينفقون زمان المرا قاعدة الدار تخدمشي العكس المرا تخدم والرجل قاعد القهوة بطال قايمة وبالاسرة,abusive
حكاية المساواة جبت الصيد وذنو بلت بالواقفة خييييت موطاك,normal
اكيد تونس بلد وسخ طيب سؤال اتحداك أتحداك تجاوب تتهرب كلام اتحداك سؤال شفت شخص يشووه بلد قحبه وسخه ومدري ناس راحو يسبو البلد يشتموه الاخري يستفيدون رح يصير بلد مثلا سب شتم بالله اعرف رح يستفيدو خلاص شتمت البلد ماتو انجلطو اتحداك تجاوب تجاهلت قصفت جبهتك,hate
شدخلك نحبو الإسلام الحقيقي يجينا ونحكمو بلادنا بالإسلام ونقيمو الخلافة شدخلك شحرق شعيرك,normal
الاخوان كلاب اهل النار النعال يحاربون يرفعون شعار الاسلام الحل ظلما وعدوانا,hate
تافهين,normal
الاخر تونس تحتاج فتح اسلامي جديد,hate
لطفي يحاميش المخنثين نستعرف لطفي,normal
ضرباتو روحها,normal
حرام,normal
نيك امك فلوسك يعطك عصبة الكبوس هابل عصبة باريس,abusive
سخان وجوع وشهوات ادني محملتوهاش وغدوى ربي ياااااا ديوت,abusive
هادو يهود تفو شعب تحيا بلادنا وشعبنا مروحش لتونس ومنحطش رجلي يلاطيف جزاير حرين شوالا هادا روح نعايرهم يهود هادو,hate
نناقش أصولا انتماء ديني نناقش فكرة,normal
تونسه قحاب ورجلهم يخدمو ههههه رئيس دوله متعهم هههههه,hate
بارك,normal
مهف ماضي يمثل مليح شمس,normal
احذر سلفية جهادية الخوارج كلاب النار دخلوا بالسلفية قبول الناس سلفية صحيح,hate
تسب ربي لعنة ديوث,hate
تفوه المراك المقلبة مغيب زك منظرك,abusive
هههههه لووول,normal
والله حزينة الشعب التونسي جاهل وبعيد البعد الدين الحنيف,hate
مشكلت المسلمين يتركون الواقع ويعيشون الخيال مشكل كبير الأيمان القلوب,normal
ربي إكراه دين,normal
والديل اكبر نسبه داعش توانسه هههههههه,hate
شاب بشير الوشام عاملو عورة عورة مستوى ابقى غني حمامتك طارت أخطاك مالثقافة راهي بعيدة ببرشا ضوئية,normal
كلام معقول حكايات لخرى حكاية ميراث جابتش تيح لروح,normal
أدعو لرجم باجي قائد السبسي بالحجارة ساحة الكبرى تونس العاصمة,hate
متأكد حطيت رأي الطرفين,normal
نحبها مريم بصح عملات خرج مراء البر معجبتنيش استنسي اخرتك وشي مريم دعويها تخرج,normal
شفت الفيديو حبست الماكلة,normal
جبري نقاش يحكي صوت المرأة عورة يحكي أمو مرتو بنتو المرا غنات يربح صوتها العورة الفلوس للزلعة مستحيل يوصل لمستواها ثققافتها الغناي حمامة طارت,abusive
شاهيها حلال بحرام أصبحنا تونس نحل الحرام ونحرم مااحلى ابتغاء مرضات أنفسنا أنفس الغرب يحاربون ليلا نهارا دخل حرب خسر الدنيا والآخرة الجبابرة الاكاسرة دعوا الربوبية ذكر كتابه كنتم تؤمنون بكتاب قصة فرعون بنى صرحا تعلم الصرح وصعد للسماء وإطلق سهاما ضنا يقتل فرجعت غرقه بمن استنجد أكان ينفع إيمانه دع يكن ينفع إيمانها تكن آمنت,normal
السحر الساحر فكرة سامي العهري,normal
كلاب والله متحشمو تونس والله ماتستاهلو تكونو عرب ومسلمين,normal
للعبد خيار سيده جهل فادح الآخرة سترون المساوات وسترون طلبكم للحرية عبيد تريدون تغيير مقصد الخالق تعلموا قوله تعالى خلقت الجن والانس ليعبدون سورة البقرة وقوله تعالى اكملت ديني واتمت نعمتي ورضيت الاسلام دينا سورة المائدة وقوله تعالى ينقضون عهد ميثاقه ويقطعون امر يوصل ويفسدون الارض اولائك الخاسرن سورة البقرة الموت يسلب ايدينا يبقى قدمت ايدينا فاتقوا واتركوا الدنيا وفسادها وغناها الخير والاصلاح استطاع العبد عزوجل والصبر الممات فالجنة تتزين والخير وأكثر واكثر تتصور وتهواه الدنيا رأت اذن سمعت خطر قلب بشر فالصبر خير يكثر رسول صلى وسلم ويامرنا بفعله والتمسك,normal
فتح دعاش,normal
نعبوك بو زكومك القحب,abusive
قصدتو,normal
تتول يستبدل قوما غيركم يكونوا أمثالكم,normal
هههه باز متاعي نندبهم,normal
ممكن ترجمه فضلكم معنى ورا لبلايك,normal
بيريز الطرابلسي البربري عادي يبيعوا أرضهم يهود الصهاينة,hate
يعطيك الصحة الدول امازيغية عربية,normal
التونسية تنشر الدعارة الامارات حق الامارات حماية شعبها,hate
قليلة التربية غاسلة وجها,normal
تفاها تفاعل اسىئلة نصف تعني شيئ للتوانسة,normal
جياحة مديرش علها لحوايج تخمام سفهاء إمعة كامل ريف لمدينة,normal
لطفي العبدلي جيبلي مرتك نيكها وشد خدمتك الشرف تاعك,abusive
الشاب زبي عر كعلاف,abusive
اسمحلولي المخ تونس يسحقها هتلر ادير الصابون جايحة متعرف تهدر ماشابة ماتدخل القلب عندو الحق صوت المراة عورة الغناء مزمار الشيطان,hate
القصف يعطيه,normal
نحب لطفي مي منهار تفرجت يدير برنامج التربية الجنسية معزة مي القحاب والله تعيي ومتشرفش التمثيل,abusive
خايف عارف سر,normal
يهلكهم,abusive
زبي تونسي كرك قحية الجزائر اخ جزائريات قحاب واعرات النيك المص الزب القلاوي هعغعهخح ازور الجوائر قريبا,hate
يبهدل لطفي يلعب مورال بففففف,normal
مواطن ينتظر خيرا الاحزاب اليسارية تحارب القرآن ويصوت يعرض طبيب الامراض العقلية لحزب سياسي يعادي دينك يفكر مصلحتك والله يتورع محوك وجه الارض ليتخلص الفرصة,normal
لطفي ناسي روحوا حصتوا قلة ادب,normal
حرام تشجعي فلوقاحة والعنف اللفضي,normal
انسان مختل عقليا تسقط تونس يد اليهود الملحدين,hate
تعالى يحكم أنزل فأولئك الظالمون صدق العظيم,normal
مسخفتني مريومة مسيكنة انشاء تلقا راجل,normal
إنشالا ماتكونش مريم نسا شافهم رسول محمد رحلة إسراء معراج رفقة البراق الإطلاع مستقبل جهنم السفر عبر الزمن رسول نساء كاسيات عاريات مائلات مميلات رؤوسهن كأسنمة البخت المائلة يدخلن الجنة يجدن ريحها,normal
صحيح القانون المساوات تونس البلدان العربية الاسلامية الرجال يخشون تمردو المراة يستولي الميراث بحجة الحق يطلق ويرمي بزوجته واولاده خارج المنزل ليعد الزواح يرمي بامه اخته الشارع ويهرب مسؤوليته زوجته اطفاله يدخل السجن بتهمة دفع النفقة واكثر دليل الحصص الاجتماعية مرت القناوات التونسية منقولك اقول القانون يضمن للمراة حقوقها,hate
شمس الدين باشا ارجل وأحسن لطفي حيوان والله منطيقك لطفي شمس الدين فوووووورررر والله بلاصتوا ماهي,normal
كمرا تونسية يعنيني القانون محتاجة لقوانين أهم ببرشا المرا التونسية حاجة تتصان تتحفظ كرامتها يحميها القانون تجاوزات حكومتنا الأسف سيبت المهم شدت الحكايات الفارغة تلهي الشعب الفايدة,normal
نقترح عبدلي يمشي معري ترومو وشرفو تمثيلو,normal
جأت الفتوه,normal
رافت الهجان,normal
لحور التونسي يعطيكوم عصب,abusive
عاجبك الحال لعملوه هدا مغربي مراهش خوك مراهش مسلم يقلك منقدرش نرجع لاهلي وانا دارولي عاهة باين وليد حرام شاء يصيبك أصابهم وتعرف ربي متخفش ربي حسبنا ونعم الوكيل,normal
المذيع أعتقد يأخذ راتبه قطر فالحذر الحذر,normal
ديرو توعية الرجل يحترم حق المراة طبيعتو واخلاقو وايمانو اجباري قانونيا كتخالفو توعية اعطاء دي حق حق شرا واعترافا الكتاب والسنة حلل الشرع اماتحليل ماحرم عواقبها كارثة الامة الاسلامية اراك دالك خيرا ويعلم لاتعلمون فلاتغيرو شعائر فانها فسوق وفساد مجتمع اكمله تمعنو خشوع وتامل لمدا اراد دالك والله سبب فتن والعداوة مايد ورافض اتقو وحترمو شعائره لاتفتنو كتاب والسنة واننا احسنو امة ضاع تربيتنا وفهمنا غلط شريعتنا جاء وقت تحطيم حق اعطاه لرجل فتن تجعل رجال قليلو زماننا اصبحو شدود ضغط كرامة الرجل سبب وصول زمان رجال قليلو لاتفترو وتندمو رقيب اتقو كفن مالو جيب ولقبر رصيد,normal
ههههه سيناريو مسلسل أكيد,normal
الفاسقات بنات الخليج ينامو السواقين الهنود والباكستانين وبنصح خليجي يعمل فحص يتأكد ابوه باكستاني,hate
فيبالك يسكنو شرق دزاير هوما اصل توانسة مي قسمت فرنسا عملت حدود خذاتهم لدزاير,normal
نقصد طريقة كلامه المنحطة كلامها العقلاني كيفي بالضبط,normal
تتهمهم بالتكفيريين الملحدين والعلمانيين إختر ماهو مجود تونس,normal
مستويات حاسب روحها متثقفة مايا شحمة ارض واليهودي يضحك يناري روحي,normal
ليبيا وتابعت الحلقة كاملة الشخص لطفي اسلوبه عيب ومش تمام الراجل ماغلطش تتمنيك باين شعورك بالنقص وحاسد طلع اعقل عيب حقرة الناس,normal
قحبة عاملين طاولة وأربعة كراسي,abusive
جزائري ولد القحبة مغربي كلامك زامل لعطاي ولاد لقحاب كينتحلو شخصيات مغربية كيديرو العداوة خوتنا تونسا,abusive
متربية وشايفة روحها النفروض راكي تخمي لدار غدوى,abusive
اقسم بالله قاري تسميتي دزيري غبية تملك مؤهلات علمية تسمية وضعية حدود وهمية انتمائي عربي مسلم حدود,abusive
لطفي شرير شمس الدين باشا متربي,normal
نعيشوا فرنسا ونخدموا راس الشهر يبقى فرنك الكرى والضرائب شطر العباد تعاني يفضل فلوس احسبوا ياخذ الاعانات مالدولة ويخدم الاكحل وحارم روحو وعايلتو جعان ومجرتل عمل فلوس احسبو سارق خدامتو اوراق خلصهمش نقصو مالبص عالعباد,normal
مليارداره شهره عالميه النطق ربي معطاكش نطق كامل تطلعوا برامج قدام الكاميرا احكوا حاجات مهمه الزوالي والبوتوكس مستويات,normal
تكفيري خارجي بسلفي,hate
تتذكرو فازة خواتها الستة وقتلي خرجت تبكي وقعدو الناس يحكيو بالهم خوات طلعت لفازة مسلسل رمضان اسمو صبايا ظاهرة لفازة نفسها تحكي تكتشفوه مسلسل رمضان بطولة مريم الدباغ تفكروه مليح الكومنتار,normal
خساره اسم احمد مرتد,normal
برا نيك زبلا,abusive
قالت الاغنية تعجبني قالها الشاب بشير الاغنية موجهة للشريحة العمرية اغنية شبابية غاضها الحال العالم كامل يعرف اغاني الراي شبابية طلعت جاهلة وغبية,normal
لطفي العبدلي تافه حاسب روحو حاجة كبيرة,abusive
خبرة النيك,abusive
والله فهمتش تمسخ روحها لدرجة مجاهرة بالعصيان,normal
كذابة الصحيح تهبط التصارر وماتحشمش,normal
يااجعانين مرامكش رجااال يلعن الكرش حملت لعنة ديوووووووث,abusive
ياخويا السماح بشير خرية وتافه وغبي,abusive
تحكي بناتنا قرد,abusive
شمس فور صغير,normal
شخصيات تاريخية سكر فمك محمد سالم نسيت الأكاديمي المصري فضحك مسمع العالم أخرص لسانك أناذاك تتشدق الشعب شوف نفسك ياعميل سيدك الطرطور والغنوشي والكل يعرف مزايدة الوطنيين التجمعيين الدساترة الأحرار برى شوفهم التجمعيين الفاسدين انضمو للنهضة والنداء كذاب ومفتري اقروا التاريخ القادمة قتل يوسف ابن عمه زرڤ لعيون يامفتري,normal
والله سلطان الغلة الحق,normal
والكفار كيفكيك اتقو اوصومو رمضان شهر,hate
مريم صحيتك,normal
دليل الانترنات,normal
الحجاج ابن يوسف الدواء للدول العربية,normal
منجام انقول بصحتو كسارها ليلة دوخلة ربي يستر مغبر شعب احراف,normal
توانسة زوامل قحاب فاك لخبزة مكم,abusive
نيك امك مايا لقصوري فور خويا كريم اصل الجزائر التوانسة احتراماتي التوانسة,abusive
تفرض رايك عالعبد مايحبش يطبقو شمعناها الدكتاتورية الفكرية العباد تفرض كاش تخمم نتصور نتفقو الناس هوا جهل قاعدين يخرجو مالاسلام جرت العباد هاذم تفرض رايها بالسيف مثلا الرسول اعمل تعمل هوا الحقيقة الرسول قالك اعمل تعملش ربي شيحاسبك عبادو العباد شيهمهم ربي شيحاسبك يدخل روحو تحب تطبق الاسلام طبق تحبش تطبقش نهار ربي شيحاسبو العبد العباد الجهال عايشين مشكلتنا الدين مشكلتنا الاحترام,normal
اوفقك الراي,normal
كذب حكاية حكاية صبيا,normal
الفيديو مزيان العياري خشين وجه الترمة اياد ادهماني مفلوق منايك هوا مفسد الفيديو,abusive
حافظو كتاب وسنه رسوله صلى وسلم,normal
تونس منظر شوف الشعر مزال بالي موظه هاكي الكرش هاذا جاهل كريم الغربي ينقد حده مثقفه مره,abusive
الرجل خارجي وحاشا السلفية فضح ذكر لادن والظواهري ليسو بسلفيين خوارج الصوره وضحت العقلاء والحمد لله نعمة السنة,normal
تفوووو كفار اشوفك اقطع راسك كلب,hate
خير العهر والزنا والفسق والفجور لله الراجعون,normal
التوانسة فساااااد,hate
حرية الخراء الشارع نطالب بوقفة للمطالبة بحرية الخرى الشارع العام خرية مواطن,abusive
حساب هده العارضة اشرف هادين الشيخين خخخخخ,normal
شوي,normal
الفرصة ضيعها يديه قداشكم ناس تموتو اللقمة الباردة رغم موافقة ولد عواطف يعمل جوابو الصميم وصحيح,normal
ميبون,abusive
ليسانها الطويل ماوراه رجال كبار,normal
صاحبت بنات نتوقع تتجسس واكثر سلاح,normal
حبيبي العبدلي يرحم الام جابتك زيدوا هالصبية راسو,normal
انتظروا عقاب رضيتم بطش ربك لشديد,hate
سامحنى شايف القانون انفتاح وحريه يبقى تروح تراجع القرآن وتفهمه كويس وهتعرف ازاى ربنا قسمه بالضبط واعطى حقه ونصيبه عادل,normal
مايا اكبر قحبة تونس والاسلام بريء ربى خلقك المعزة انشاالله يحكمك مرض الموت تشتاقيها,abusive
منهضمهاش مايا برجولية المرة حق شاب بشير موخو يحكي صوت لمرا عورة جايب طفلة تميل فالكليب متابعة يدنو مخرب بالوشام يحل فمو يحكي,normal
رد صاعق إمرأة تونسية السبسي إعلانه رغبته إبطال أحكام الإسلام الميراث ليلى العود رئيسة تحرير موقع الصدى الإخباري كامرأة تونسية يعنيها السياسيين حقوق وحرية المرأة حقوقي مضمونة بالإسلام وحريتي كفلها الإختيار الكفر والإيمان يفعله السياسيون خطر أقول إني كافرة بسياستكم تلزمني فسوف يقفون الحرية ولسان حالهم شاء يكفر نقرر فالسجون والتعذيب والإذلال انتظاره فكامرأة تونسية أنتظر خطاب رئيس البلاد الباجي قايد السبسي الأحد,normal
لدربها تحياتي ونحبك ملقري منعرفكش جملة,normal
دين يالتونسة حديث قهوة وتمجدو العاهرات ومتعطوش حق لرجال تحبو تنثو رجلكم,normal
غالط اختك تنحي سروالها كلب,abusive
لطفي متربي بتاتا بيهتم بالميديا ويل يحدث بالحديث شخص ليضحك الناس,normal
فهمتو درك الناس كيفاه عيشين المرأة جابت سواردها,normal
قالت منشربش الفوتكا,normal
جهلة يسمع المليارات خلاص تونس وصلت للقمر ومعادش يتكل الميراث للعلم الحالات المرأه حصتها اكتر الرجل جهااااااال الزب يعرفوش يتكل عربي ويتكلمو الدين,hate
الميراث الشرعى أمر الهى كالصلاة ياملعون,abusive
مزلتش آخري صبب ااكل الفلوس مفهمتش علش معندهش جواز سفر تونسي,normal
هدي مريم غي منهرفهاش,normal
مجدب,normal
مراد ماعندكش المستوى الدكتور وديع فلذا اسكت ارد الدكتور ويعملك قيمه اسكتك دكتور,normal
سترها ربي ماكنش جزايري بلاصت بشير يضروبها,normal
ياماكان قديم الزمان الحياة والغد ملايين السنين الحل والغد علمنا ودينا حمار السيخ فيااعقبة ومسمار حيط معلق وعجوز صدقت لقاتلها عكاز المستقبل يجب رؤوس رؤوس ومش انتهازية الإسلام الفلوس,normal
كلكم كذب وبوز ونفاق شفونا موضيع تنفع شعب خير والله شعب مسكين يحل يتفرج تلفزة عايءلة وخايف غشة وكلام زايد تربحكم كلكم متخلفين جهال تفوه فردا فردا,normal
يقدكم الجاني المحقق القاضي عصابه كبيره مافيا عمرك ماك تسمع لقينا تقصير غلطنا تقلك تعفنات مناش التعفنات وقت قسم إنعاش ينقصو التعقيم الطاقم مايهتمش بمعايير النظافه تبدأ مريض امريض عادي اقل جرثومه تتعدا للمرضى تلقاهم ضربو الماكينات المشكله الضمير,normal
تفووووووه زبور الكرة تونس جايبين كارثة الميبون الجريء رءيس جامعة,abusive
لكبير كبير عاهرة,abusive
بشير والله انسان القمة مستواك أعلى مستواها خليك ماتفهم,normal
معجبتهاش بشرى المساواة الميراث أعملي جام ليمعا النسوية تبول بلواقفة نحكيو,normal
كلامك صحيح تونس افريقيا بلد تجمع اتحاد المغرب العربى لطالما المطمع الاستعمار استعبدونا اتحاد العرب اذن لفكنا الاستعمار استعمال اسم تونس بالاتحاد العربى ه لطالما حاربنا بالانفسنا معى المغرب العربى العودة الفضائح تقام البرامج حديث الانحلال المغرب تونس ووما خفى الخليج اعضم تعتبرون سخرية للغرب فالغرب يهتم بمشاكل الدعارة الضلم القرارات السياسية السخيفة لالميكوت نحنا نحيا دين نحاف وولا تحسبنا فعل السفهاء منا يعنى الاقلية الفكر التفتحى الغربى فالحرية مبنية مقايس الغرب الاسلام نقبل بفتوحات لاستملاكنا قبلا تونس دولة إسلاميةفقط افضل ربطنا بالعروبة رغم تاريخها المشرف نريد رجالا تقف معنا السخرية منا جعلنا اسما تونس بلاد الحضارات بلاد الفارقة بلاد التونسين الاحرار رغب يعيش اهلا أرض يجب زرعه كلى جيل اسلامى يحدث حدث للمسيحيين المسلمون حافضو تحريف القران فوجدو طرقا حل الشعوب,normal
تكونوا يولى السبسي رءيس طاغوت مثله التونسيات خرجن الصواب,hate
لاعلاقة بالتمثيل متعرفش تمثل خلاص نيتكم صدقتيوها تكدب درك يظهر مسلسل جديد تلعب دور معرسة صغيرات,normal
تعالي مصي زبي تعالي جزائرية قحبة,hate
دخلك,normal
طلعت عاهرة,abusive
البهيم تقولو ار ار ار ار مزروب تزي تقلو ار ميتحركش تتضربو,normal
اختلطت الأديان فمسكو دينكم حسبنا ونعم الوكيل,normal
يرحم والدينا والديك,normal
اندير نبغيه حر فتصرفاتي الشخصية عمري لاذيت انسان بصح المسلمين جهلة متخلفين لايفقهون التدخل امور الاخرين التعدي القانون بحجة الدين الدليل بلي الدين الاسلام جهل تخلف ارهاب صيغة دين,hate
تونس ترمتك الخانزة بالعاد الشهرية وريحت البول والعرق يافايحة تفوه ياقحبة,abusive
صاحب صخرة الماطري,normal
اللغة العربية لغة القرأن أحببت كرهت أظن فقر لغوي الألفاظ تستعملها,normal
المسخرة وتمثيل وكذب,normal
مايا عاهرة تدافع الإسلام تقزم,abusive
رئيس تنوس عطى الشعب اقسموه,normal
